track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,duration_minute
0CaO5PP740qpJG9IRzzPJQ,Dean Martin,pov: you hear the bells jingle,Rudolph The Red-Nosed Reindeer,0,135760,False,0.478,0.201,7,-16.79,1,0.0332,0.919,0.0,0.0854,0.857,136.47,4,jazz,2.2626666666666666
6RtPijgfPKROxEzTHNRiDp,MAGIC!,Don't Kill the Magic,Rude,81,224840,False,0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033,4,reggae,3.747333333333333
3tCwjWLicbjsMCvXhN0WOE,MAGIC!,Rude,Rude,66,224773,False,0.743,0.807,1,-3.78,1,0.0364,0.0435,0.0,0.309,0.899,144.062,4,reggae,3.7462166666666668
4cXnUi6qulwgj0fLSu0VYE,Elvis Presley,Almost in Love,Rubberneckin',59,133813,False,0.623,0.613,10,-10.099,1,0.0698,0.231,0.0,0.12,0.918,144.334,4,rock-n-roll,2.2302166666666667
6E6BCsQHXDAdXsrL7zV71N,The Yellow Diary;Shilpa Rao,Roz Roz,Roz Roz,63,218550,False,0.653,0.446,0,-7.867,1,0.0351,0.546,4.52e-05,0.109,0.472,100.018,4,hip-hop,3.6425
1rDQJd8kzwBRXeoTtojkQn,Ritviz;Nucleya,Baaraat,Roz,59,219240,False,0.833,0.639,5,-6.964,1,0.0676,0.152,0.0,0.101,0.448,102.989,4,edm,3.654
2DfbcpMNUvXHfCTXKPbYsh,The Police,80s Bangers Vol. 1,Roxanne - Remastered 2003,2,191506,False,0.615,0.752,0,-8.91,1,0.391,0.0397,1.37e-06,0.0479,0.66,133.977,4,rock,3.1917666666666666
5YtLIhAuPcNLkfHZto0MVV,Yuvan Shankar Raja;Dhanush;Dhee,Maari 2 (Original Motion Picture Soundtrack),Rowdy Baby,48,281440,False,0.67,0.702,10,-8.192,0,0.198,0.285,0.00295,0.16,0.586,176.977,3,k-pop,4.690666666666667
2PNF3C5EhT9Asa7XdEi18F,Yuvan Shankar Raja;Dhanush;M. M. Manasi,"Rowdy Baby (From ""Maari 2 [Telugu]"")",Rowdy Baby,48,281503,False,0.646,0.707,1,-7.498,1,0.199,0.28,3.19e-05,0.136,0.602,177.014,3,k-pop,4.691716666666666
0Tm5ER6IrGfmW0yZ5lkQli,Yuvan Shankar Raja;Dhanush;Dhee,"Rowdy Baby (From ""Maari 2"" Original Motion Picture Soundtrack)",Rowdy Baby,62,281440,False,0.668,0.703,10,-8.192,0,0.199,0.281,0.0029,0.159,0.588,176.889,3,k-pop,4.690666666666667
73bhxlCJIK9bwH0miqSxw9,Chuck Berry,On air 70's Hits,Route 66 - Stereo Remix,1,170173,False,0.755,0.642,10,-11.849,1,0.0566,0.564,0.000105,0.0443,0.969,79.768,4,blues,2.8362166666666666
6TXnGAr6DLVYshIrMeP0lZ,Chuck Berry,New Juke Box Hits,Route 66,60,171413,False,0.686,0.692,10,-9.793,1,0.0419,0.902,0.000474,0.104,0.962,79.071,4,blues,2.856883333333333
3vAncbML0jhNrp63DKhsCo,HEIZE;Han Suji,"Guardian (Original Television Soundtrack), Pt. 14",Round And Round,59,201658,False,0.604,0.687,0,-5.13,0,0.0327,0.757,0.234,0.0718,0.504,119.992,4,k-pop,3.3609666666666667
1GQMpacZAFmsYYmkT87gUw,ZZ Top,Timeless Rock Hits,Rough Boy,1,287426,False,0.419,0.737,9,-7.09,1,0.0364,0.204,0.00716,0.24,0.595,157.991,4,blues,4.7904333333333335
6wwT3PgG3eFuKCpxzjMJFs,Becky G;Burna Boy,Rotate,Rotate,60,201940,False,0.91,0.856,11,-2.082,0,0.157,0.0346,0.000223,0.0624,0.771,109.029,4,reggae,3.365666666666667
56ToH3YiSMT51y1H2dygOX,Bon Iver;St. Vincent,The Twilight Saga: New Moon (Original Motion Picture Soundtrack) [Deluxe],Rosyln,53,289560,False,0.329,0.277,10,-13.111,0,0.0302,0.971,0.024,0.0971,0.121,159.719,3,folk,4.826
6qc5EODnUU7XX4zn8B4c89,GASHI,GASHI,Roses,60,169573,True,0.497,0.587,5,-6.097,1,0.034,0.475,0.0,0.172,0.391,150.104,4,soul,2.826216666666667
3vv9phIu6Y1vX3jcqaGz5Z,The Chainsmokers;ROZES,Roses,Roses,74,226738,False,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,4,edm,3.778966666666667
07iVScUe08QYNdEvjsEEGc,GASHI,Roses,Roses,49,169573,True,0.497,0.587,5,-6.097,1,0.034,0.475,0.0,0.172,0.391,150.104,4,soul,2.826216666666667
4FEr6dIdH6EqLKR0jB560J,Deftones,Koi No Yokan,Rosemary,73,413346,False,0.285,0.613,5,-6.412,1,0.0421,0.0185,0.1,0.114,0.0772,126.628,4,metal,6.8891
52yTpTfOqRHXyn0lyQgwr3,Darci,Rose Petals,Rose Petals,57,178371,True,0.737,0.577,0,-8.693,0,0.0401,0.703,0.0542,0.114,0.29,140.004,4,soul,2.97285
2shyarF21wZvWew00TdaP3,D.O.,공감 (Empathy) - The 1st Mini Album,Rose - English Version,66,153706,False,0.616,0.395,0,-3.167,1,0.0607,0.379,0.0,0.0871,0.631,74.422,4,k-pop,2.5617666666666667
2aj3eD8ojbYMlZBXH6o43e,Hermanos Carrion,Lo Mejor De Los Hermanos,Rosas Rojas (Roses Are Red My Love),32,147760,False,0.485,0.352,2,-11.855,1,0.0321,0.967,0.00081,0.196,0.509,110.798,4,rock-n-roll,2.462666666666667
1G5eAAupKCqIPMYwD9RVps,Los Hermanos Carrion,"Hermanos Carrión, Vol 1",Rosas Rojas,32,192444,False,0.727,0.527,2,-16.906,1,0.0338,0.148,1.21e-05,0.0801,0.969,138.854,4,rock-n-roll,3.2074
30JbQlyoAUUud1FjAq4KPn,La Oreja de Van Gogh,Éxitos del Pop en Español de los Años 2000,Rosas,0,237146,False,0.773,0.691,9,-4.539,1,0.0268,0.655,2.77e-06,0.111,0.529,106.988,4,latin,3.9524333333333335
4p8wUkn8G0yUHBJOqEozAu,Belanova,Halloween 2022 Pop Vol. 4,Rosa Pastel,0,187920,False,0.81,0.621,11,-6.997,0,0.0305,0.0248,0.0103,0.342,0.682,128.019,4,latin,3.132
0pjXBnxlZahInIY2HG6qjE,Los Moonlights,15 De Los Moonlights,Rosa María,33,191226,False,0.768,0.575,9,-12.8,1,0.087,0.0958,0.0,0.211,0.914,96.79,4,rock-n-roll,3.1871
6oJWYwInc2wnjNLUW4Vx0T,J Balvin,Halloween 2022 Pop Vol. 5,Rosa,3,190253,False,0.637,0.583,9,-5.686,0,0.258,0.258,8.19e-05,0.367,0.305,176.025,4,latin,3.1708833333333333
1YQk5vR4YduJFoSzr0kvKT,J Balvin,Halloween 2022 Perreo Vol. 3,Rosa,2,190253,False,0.637,0.583,9,-5.686,0,0.258,0.258,8.19e-05,0.367,0.305,176.025,4,latin,3.1708833333333333
0TFPU7Uw86YrZDvpStueLw,Ed Maverick;Bratty,Alternativo diferente latino,Ropa De Bazar,0,197906,True,0.527,0.196,0,-10.915,0,0.0602,0.934,1.65e-05,0.219,0.143,92.694,4,indie,3.2984333333333336
4ARjGTiLzJ9KZQMKdb6txM,Upchurch,Everlasting Country,Roots Run Deep,42,213525,False,0.535,0.64,7,-3.055,1,0.0286,0.28,1.29e-05,0.101,0.388,120.03,4,country,3.55875
0r5a4dtFlmvrR1tu88AX6r,Los Solitarios,Colección De Oro,Rondando Tu Esquina,33,156160,False,0.583,0.705,4,-6.911,0,0.039,0.487,0.0,0.771,0.875,110.551,4,rock-n-roll,2.6026666666666665
2QczXDHtchuZSBVg8fliPn,Feid;Dalex,Halloween 2022 Perreo Vol. 3,Ron - Remix,3,187720,False,0.764,0.685,8,-5.548,0,0.0599,0.27,0.0,0.318,0.925,82.027,4,latin,3.1286666666666667
0NkCTkOwdk3fKXGqFXZLkx,Feid;Dalex,Fiesta Reggaeton 2010s,Ron - Remix,5,187720,False,0.764,0.685,8,-5.548,0,0.0599,0.27,0.0,0.318,0.925,82.027,4,latin,3.1286666666666667
4UCmiDTgCZwy5QwgsDEN4T,Jehza;Galindo Again;Dvice;Joniel,Romperte,Romperte,46,234176,True,0.715,0.584,1,-7.065,1,0.171,0.0753,0.0,0.067,0.912,170.06,4,reggae,3.9029333333333334
70HLW9Yr7lpDtP3Mp8ykSg,Guaynaa,Esto me suena a Farra,Rompe Rodillas,0,148680,False,0.778,0.66,6,-8.054,0,0.0482,0.125,0.0,0.0316,0.945,91.971,4,reggae,2.478
5O8sAf3rns1o6Y9lItpuOX,Guaynaa,El perreo es el futuro,Rompe Rodillas,0,148680,False,0.778,0.66,6,-8.054,0,0.0482,0.125,0.0,0.0316,0.945,91.971,4,reggae,2.478
3fbQXzBfdtRIk1vTIsFeMt,Guaynaa,Bájale como 7500,Rompe Rodillas,0,148680,False,0.778,0.66,6,-8.054,0,0.0482,0.125,0.0,0.0316,0.945,91.971,4,reggae,2.478
5eNlfSSTx648z2DyVVZh4W,Boston Symphony Orchestra;Seiji Ozawa,Anthems for Witches 2022,"Romeo and Juliet, Op. 64 / Act I: No. 13, Dance of the Knights",0,322666,False,0.271,0.0839,0,-19.049,1,0.0383,0.903,0.896,0.0822,0.155,102.566,4,classical,5.377766666666667
11TQiyteH2AdJKhxraxEKB,Sabino,Genaro Presenta: Este No Es el Disco,Roma (Lrdp Maqueta),53,206762,False,0.732,0.686,7,-7.578,1,0.302,0.7,0.00329,0.369,0.877,92.104,4,indie,3.4460333333333333
6FjH1ngWNyECa6IJAyNvzc,Seinabo Sey;Hannes,LUGNA HITS,Rom-Com,0,200436,False,0.577,0.584,8,-8.583,1,0.0835,0.672,0.000271,0.253,0.61,93.954,4,soul,3.3406
3C1ITH31MUi73j4yJFK6l2,Seinabo Sey;Hannes,LUGNA LÅTAR,Rom-Com,0,200436,False,0.577,0.584,8,-8.583,1,0.0835,0.672,0.000271,0.253,0.61,93.954,4,soul,3.3406
6SQUopvuZyrWYjYayxxSXl,Brave Girls,Rollin',Rollin',66,197746,False,0.691,0.859,1,-4.118,1,0.112,0.0302,0.0,0.165,0.541,124.958,4,k-pop,3.2957666666666667
52SEeWxiAu87QWWA72Fip8,Kodak Black;XXXTENTACION,New Rap 20s,Roll in Peace,0,213132,True,0.746,0.522,10,-6.807,0,0.248,0.0306,0.0,0.2,0.361,140.051,4,hip-hop,3.5522
2ajQyTRxBRbPLaMmnO1SHj,Kodak Black;XXXTENTACION,Rap Party,Roll in Peace,0,213132,True,0.746,0.522,10,-6.807,0,0.248,0.0306,0.0,0.2,0.361,140.051,4,hip-hop,3.5522
6C7aTTCUWRK7dD379yUT3W,Chuck Berry,Berry Is On Top,Roll Over Beethoven,60,144600,False,0.715,0.797,3,-10.154,1,0.193,0.837,0.0,0.209,0.841,92.739,4,rock-n-roll,2.41
4jRoXx97M0sSZBfwMkBEDV,Tegi Pannu;Manni Sandhu,Roll Deep,Roll Deep,61,182378,False,0.753,0.687,6,-6.375,0,0.149,0.52,2.32e-06,0.0663,0.754,90.621,4,hip-hop,3.039633333333333
3Vb8KkT6Ub5fFGPYJCJyLh,Anirudh Ravichander,Vikram (Original Background Score),Rolex Theme - Background Score,72,53247,False,0.61,0.925,8,-4.01,1,0.114,0.00804,0.767,0.131,0.442,101.992,4,hip-hop,0.88745
6dR1uxzRh6aewJ3WQg0GY6,J Balvin,Halloween 2022 Perreo Vol. 1,Rojo,5,151146,False,0.652,0.595,11,-4.04,1,0.117,0.15,0.000106,0.0836,0.421,172.277,4,latin,2.5191
4tmLVGL1ibYRipc9E736Uf,Papon,Jajabori,Rode Rodaale Saa,35,223973,False,0.495,0.314,2,-13.306,1,0.0289,0.881,0.000102,0.0908,0.283,132.007,4,folk,3.7328833333333336
4ggwK5lXtlTT7lKJeeEnxf,Joe Walsh,(70's) Seventies Collected Volume 2,Rocky Mountain Way,0,316066,False,0.449,0.571,4,-7.119,1,0.0492,0.00604,0.701,0.0748,0.448,84.807,4,blues,5.267766666666667
1ne9wOtDF2jM6Cm8WBkaER,John Denver,Rocky Mountain High,Rocky Mountain High,67,283640,False,0.455,0.437,4,-11.411,1,0.0278,0.314,0.0,0.501,0.724,81.396,4,folk,4.727333333333333
4FlYcJnfkeBpowEHJ72Bmt,Bobby Day,Rockin' Robin,Rockin' Robin,62,160080,False,0.541,0.608,7,-13.083,1,0.106,0.298,0.0,0.234,0.938,171.992,4,rock-n-roll,2.668
2TwM6FmWDMSBDdKYOsWKdy,Bobby Day,The Rockin' Adventures of Bobby Day,Rockin' Robin,47,156293,False,0.549,0.686,7,-10.313,1,0.136,0.291,0.0,0.201,0.926,172.601,4,blues,2.6048833333333334
7iICQYCePAFph6eUIgBbOn,Kacey Musgraves;Camila Cabello,CHRISTMAS TOP HITS 2022,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,0,124240,False,0.745,0.598,10,-6.053,1,0.0975,0.129,0.0,0.678,0.789,148.906,4,country,2.070666666666667
78HyBaJISlSxlmKgZCOdcg,Kacey Musgraves;Camila Cabello,Rock Christmas 2022 - The Very Best Of,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,0,124240,False,0.745,0.598,10,-6.053,1,0.0975,0.129,0.0,0.678,0.789,148.906,4,country,2.070666666666667
73ckexV1890p7kz7P6AJYQ,Kacey Musgraves;Camila Cabello,Pop Christmas 2022,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,0,124240,False,0.745,0.598,10,-6.053,1,0.0975,0.129,0.0,0.678,0.789,148.906,4,country,2.070666666666667
6ocrXqJsh3T7NQ9Xuak0o2,Kacey Musgraves;Camila Cabello,Christmas Dinner 2022,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,0,124240,False,0.745,0.598,10,-6.053,1,0.0975,0.129,0.0,0.678,0.789,148.906,4,country,2.070666666666667
6lfesPvu16ExPnecELeMwt,Kacey Musgraves;Camila Cabello,Holidays Are Coming,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,0,124240,False,0.745,0.598,10,-6.053,1,0.0975,0.129,0.0,0.678,0.789,148.906,4,country,2.070666666666667
69ftQx3HAMJx4ODVAeNWjT,Kacey Musgraves;Camila Cabello,All I Want For Christmas Is You,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,0,124240,False,0.745,0.598,10,-6.053,1,0.0975,0.129,0.0,0.678,0.789,148.906,4,country,2.070666666666667
5sAUgrmC6oLNN1fNFL4eax,Kacey Musgraves;Camila Cabello,Weihnachtspop 2022,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,0,124240,False,0.745,0.598,10,-6.053,1,0.0975,0.129,0.0,0.678,0.789,148.906,4,country,2.070666666666667
55FUCDgGRlKY1GtfisHqR1,Kacey Musgraves;Camila Cabello,Christmas Best Hits 2022,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,0,124240,False,0.745,0.598,10,-6.053,1,0.0975,0.129,0.0,0.678,0.789,148.906,4,country,2.070666666666667
4RUFaIBvDBchXhoadT8CRM,Kacey Musgraves;Camila Cabello,Christmas Songs 2022,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,2,124240,False,0.745,0.598,10,-6.053,1,0.0975,0.129,0.0,0.678,0.789,148.906,4,country,2.070666666666667
3JTW3jYsXWST0qp1y3uJ5H,Kacey Musgraves;Camila Cabello,Santa Claus Is Coming To Town,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,0,124240,False,0.745,0.598,10,-6.053,1,0.0975,0.129,0.0,0.678,0.789,148.906,4,country,2.070666666666667
0g2BTqSPGs13jBBOncJSxu,Kacey Musgraves;Camila Cabello,Jingle Bell Rock 2022,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,0,124240,False,0.745,0.598,10,-6.053,1,0.0975,0.129,0.0,0.678,0.789,148.906,4,country,2.070666666666667
0fI5GUO2rDHujmgu6JpUgQ,Kacey Musgraves;Camila Cabello,Christmas 2022,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,0,124240,False,0.745,0.598,10,-6.053,1,0.0975,0.129,0.0,0.678,0.789,148.906,4,country,2.070666666666667
0WiqhuNjzdiK3Kf0SfSWmG,Kacey Musgraves;Camila Cabello,"It's Christmas, Let's Dance",Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,0,124240,False,0.745,0.598,10,-6.053,1,0.0975,0.129,0.0,0.678,0.789,148.906,4,country,2.070666666666667
7rtCj2OfL0GChOsaSgUCWq,Justin Bieber,Weihnachtspop 2022,Rockin' Around The Christmas Tree,0,132732,False,0.464,0.642,5,-3.656,1,0.032,0.0189,0.0,0.0957,0.828,151.592,4,pop,2.2122
3HqSKkoH7DqzfJYrBqvzSq,Justin Bieber,Pop Christmas 2022,Rockin' Around The Christmas Tree,0,132732,False,0.464,0.642,5,-3.656,1,0.032,0.0189,0.0,0.0957,0.828,151.592,4,pop,2.2122
6YlOxoHWLjH6uVQvxUIUug,Status Quo,Rockin' All Over The World,Rockin' All Over The World,65,215333,False,0.632,0.933,0,-7.874,1,0.0326,0.236,0.00151,0.604,0.968,131.487,4,blues,3.5888833333333334
0F35erHwtsj2KiTTIkrYb8,Far East Movement;Ryan Tedder;Ruff Loaderz,GANG GANG - HIP HOP & RAP,Rocketeer,4,211253,False,0.664,0.845,4,-6.115,0,0.0462,0.181,0.0,0.267,0.357,96.005,4,edm,3.5208833333333334
3fvY2U1AzW0diYF0hnBbKt,Clean Bandit;Sean Paul;Anne-Marie,Speak Your Mind (Deluxe),Rockabye (feat. Sean Paul & Anne-Marie),56,250456,False,0.724,0.759,9,-3.996,0,0.0542,0.412,0.0,0.437,0.765,101.946,4,edm,4.174266666666667
4S5LBQbKGxsBOx6oONwaEq,Clean Bandit;Sean Paul;Anne-Marie,Cardio Tracks,Rockabye,4,250456,True,0.724,0.759,9,-3.996,0,0.0544,0.411,0.0,0.437,0.765,101.943,4,edm,4.174266666666667
2uqUDXhP1CQ8BfKcuk8AV6,Clean Bandit;Sean Paul;Anne-Marie,Feeling Good,Rockabye,1,250456,True,0.724,0.759,9,-3.996,0,0.0544,0.411,0.0,0.437,0.765,101.943,4,edm,4.174266666666667
6LnEoRQKMcaFTR5UvaKuBy,SEVENTEEN,SEVENTEEN 9th Mini Album 'Attacca',Rock with you,75,180360,False,0.621,0.816,11,-5.242,1,0.104,0.0966,0.0,0.134,0.694,163.966,4,k-pop,3.006
7oOOI85fVQvVnK5ynNMdW7,Michael Jackson,Off the Wall,Rock with You - Single Version,75,220626,False,0.808,0.535,1,-12.521,1,0.0353,0.179,9.91e-05,0.158,0.848,114.031,4,soul,3.6771
4y5kRVDLaQcuOJjVhs7AJf,Johnny Laboriel;Johnny Laboriel / Los Rebeldes Del Rock,Historia Musical de Mis Exitos,Rock del Angelito,31,121858,False,0.669,0.575,8,-9.366,1,0.0547,0.894,0.0,0.39,0.907,97.235,4,rock-n-roll,2.0309666666666666
2g9UPl5sdCGAcszvwMhE5o,Palito Ortega,Rock & Roll,Rock de la Cárcel,33,151346,False,0.562,0.719,1,-6.7,1,0.033,0.0544,0.0,0.0902,0.915,172.097,4,rock-n-roll,2.5224333333333333
6QQ5e8x9yRj62orHvwTFMo,Bailey Zimmerman,Oklahoma Smokeshow - Breakout Country,Rock and a Hard Place,0,207540,False,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,3,country,3.459
4wzN1hkeCOZumvfN8eKwJk,Bailey Zimmerman,I'm Blue - Hits of 2022,Rock and a Hard Place,0,207540,False,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,3,country,3.459
4wFn8ntlog7h00pewaY4KJ,Bailey Zimmerman,Hideaway - New Boots,Rock and a Hard Place,0,207540,False,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,3,country,3.459
4kUrtRwzg1W6jN38Qk0Z5U,Bailey Zimmerman,All That Really Matters - Just Hits,Rock and a Hard Place,0,207540,False,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,3,country,3.459
33AUzFOiyOtWEr9aNU2d6H,Bailey Zimmerman,Laidback Country,Rock and a Hard Place,0,207540,False,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,3,country,3.459
1cH9CLvZO8Tk4xvKOPCM4d,Bailey Zimmerman,rainy day indie,Rock and a Hard Place,2,207540,False,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,3,country,3.459
0fchsvPWZULjTtlp8I6ehS,Bailey Zimmerman,Single Saturday Night - Country Songs,Rock and a Hard Place,0,207540,False,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,3,country,3.459
0WClv9xPvQPeuZcPwP0VZf,Bailey Zimmerman,Daily Pop Mix,Rock and a Hard Place,0,207540,False,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,3,country,3.459
0CJnj7jeQoDlupfJt9IVxS,Bailey Zimmerman,Your Perfect Soundtrack,Rock and a Hard Place,1,207540,False,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,3,country,3.459
4686eQ81DEswHa90bcdlC9,Bailey Zimmerman,Rock and A Hard Place,Rock and A Hard Place,84,207540,False,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,3,country,3.459
3vFP6bzYmxT2DBP9IyZr38,Raghu Dixit,Janatha Garage,Rock On Bro,41,247775,False,0.608,0.762,9,-4.036,0,0.062,0.0629,0.00148,0.0986,0.621,164.055,4,folk,4.129583333333334
3agQa2P1Kr5YAq58nvIT8t,Los Teen Tops,La Gran Coleccion Del 60 Aniversario CBS - Los Teen Tops,Rock Nena Linda (Rock Pretty Baby),31,107533,False,0.525,0.641,4,-6.825,1,0.0793,0.572,0.0,0.253,0.919,95.273,4,rock-n-roll,1.7922166666666666
41iti2jnVYqhlxWMcGsDa8,Bill Haley,"Las Grandes Leyendas Del Rock, Vol. 1",Rock Around the Clock,55,132101,False,0.523,0.511,2,-11.653,1,0.138,0.572,0.454,0.103,0.778,182.144,4,rock-n-roll,2.2016833333333334
7dpqyGseVaTFPXIsAQPyCg,George Thorogood & The Destroyers,Christmas Rock 2022,Rock And Roll Christmas,0,204720,False,0.348,0.981,11,-5.02,1,0.137,0.00479,0.0883,0.0905,0.704,182.456,4,blues,3.412
4kLIAQN2z1Uh0NvpNgz6jF,KISS,Rock & Halloween,Rock And Roll All Nite,2,175853,False,0.54,0.926,1,-6.205,1,0.162,0.0191,0.0,0.651,0.686,144.8,4,rock,2.9308833333333335
5kZNc9sXkpD2BFipxNaTgX,High Valley,Good Times Country,Roads We've Never Taken,0,197133,False,0.627,0.962,5,-4.942,0,0.0574,0.0111,2.43e-06,0.204,0.559,120.017,4,country,3.28555
7Gpr3kKk4BMgItz6UbI73q,Red Hot Chili Peppers,Californication,Road Trippin',66,204960,False,0.378,0.474,4,-8.202,0,0.0271,0.28,0.00138,0.117,0.38,102.379,4,metal,3.416
4fN0dQGDaV4Hg7Gd7mBOE0,The Head And The Heart,The Head and the Heart,Rivers and Roads,57,284000,False,0.5,0.197,0,-8.93,1,0.0354,0.717,3.22e-05,0.0755,0.177,131.243,3,folk,4.733333333333333
4VWH58O5XUjPRDcU3KBUUJ,High Valley,New Country,River's Still Running,0,189773,False,0.542,0.795,0,-5.662,1,0.0262,0.0251,0.0,0.122,0.476,85.951,4,country,3.1628833333333333
3ExeJTj9YrWpb5AktkkpuY,High Valley,Country Car Hits,River's Still Running,0,189773,False,0.542,0.795,0,-5.662,1,0.0262,0.0251,0.0,0.122,0.476,85.951,4,country,3.1628833333333333
1G7VT3YnG7u9QHDtnjP7G0,High Valley,Country Road Songs,River's Still Running,0,189773,False,0.542,0.795,0,-5.662,1,0.0262,0.0251,0.0,0.122,0.476,85.951,4,country,3.1628833333333333
02xd7yuAEiLOF7rt4zlPep,Yiruma,The Rewritten Memories,River Flows in You - Orchestra Version,57,285251,False,0.0863,0.201,4,-14.365,0,0.0355,0.915,0.943,0.113,0.0398,74.351,3,classical,4.754183333333334
3xr8COed4nPPn6XWZ0iCGr,Yiruma,The Best - Reminiscent 10th Anniversary,River Flows in You,64,218293,False,0.287,0.292,9,-19.285,1,0.0541,0.968,0.978,0.09,0.346,145.703,4,classical,3.6382166666666667
2agBDIr9MYDUducQPC1sFU,Yiruma,Yiruma 2nd Album 'First Love' (The Original & the Very First Recording),River Flows In You,71,188786,False,0.315,0.22,9,-21.343,1,0.0514,0.987,0.943,0.0802,0.116,145.195,4,classical,3.1464333333333334
2u1NjJFN4emN0o6AJHogGU,Ike & Tina Turner,60s Christmas Party,River Deep - Mountain High,0,215720,False,0.377,0.763,3,-6.866,1,0.0387,0.777,0.00125,0.157,0.302,83.267,4,r-n-b,3.5953333333333335
67l8nACchnc7Mq9LP6XqNz,Sam Smith,Weihnachtspop 2022,"River - Recorded At RAK Studios, London",0,208573,False,0.45,0.181,10,-11.417,1,0.0406,0.896,1.09e-06,0.11,0.196,115.443,4,pop,3.4762166666666667
3hhbDnFUb2bicI2df6VurK,Leon Bridges,Coming Home (Deluxe),River,74,240200,False,0.635,0.184,8,-10.785,1,0.0456,0.665,0.0,0.146,0.177,128.424,4,blues,4.003333333333333
7ipxrjXmSmnTl9LXGEYIuZ,La Mississippi,Inoxidables,Ritmo y Blues Con Armónica,38,236000,False,0.626,0.801,0,-5.124,0,0.036,0.123,1.15e-05,0.526,0.754,112.095,4,blues,3.933333333333333
33es3TwcRecbr3mJrEc8nw,Phlocalyst;Hoogway;Akīn,Afternoon Jazz,Rising,59,141971,False,0.366,0.398,4,-9.75,1,0.0758,0.785,0.846,0.111,0.0399,70.915,4,jazz,2.3661833333333333
46lyJh9GYmWsHez3EsvmAx,VINAI;VAMERO,Rise Up (feat. Vamero),Rise Up (feat. Vamero),71,182000,False,0.648,0.927,1,-3.633,1,0.049,0.011,0.0,0.162,0.361,126.037,4,edm,3.033333333333333
5tvrlSrmr7cQfcQvWerYj7,Andra Day,u don't deserve me,Rise Up,0,253342,False,0.397,0.316,1,-7.031,1,0.0365,0.805,0.0,0.295,0.175,117.562,4,soul,4.222366666666667
1sX3ZUruAsfYMBkAwIF4BK,Andra Day,Sad Girls,Rise Up,0,253342,False,0.397,0.316,1,-7.031,1,0.0365,0.805,0.0,0.295,0.175,117.562,4,soul,4.222366666666667
0tV8pOpiNsKqUys0ilUcXz,Andra Day,Cheers to the Fall,Rise Up,73,253342,False,0.398,0.316,1,-7.031,1,0.0368,0.805,0.0,0.295,0.174,118.582,4,soul,4.222366666666667
1W0YS64vF9qgMVLuN76aqg,Skillet,Rise (Deluxe Edition),Rise,61,260786,False,0.57,0.921,4,-3.892,0,0.0724,0.0127,0.0,0.818,0.381,87.938,4,metal,4.346433333333334
7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Dream Your Life Away,Riptide,82,204280,False,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,4,folk,3.4046666666666665
7dTd00X8Mc5iErfQQyBA6B,The Chainsmokers,So Far So Good,Riptide,65,171359,False,0.717,0.734,5,-5.712,1,0.0426,0.28,0.000101,0.147,0.894,91.014,4,edm,2.8559833333333335
3JvrhDOgAt6p7K8mDyZwRd,Vance Joy,Dream Your Life Away (Special Edition),Riptide,80,204280,False,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,4,folk,3.4046666666666665
